word,anger,disgust,fear,joy,sadness,surprise,hope,preproc_word
decimal,0,0,0,0,0,0,0,decim
decipher,0,0,0,0,0,0,0,deciph
decision,0,0,0,0,0,0,0,decis
decisive,0,0,0,0,0,0,0,decis
deck,0,0,0,0,0,0,0,deck
declaration,0,0,0,0,0,0,0,declar
declaratory,0,0,0,0,0,0,0,declaratori
declare,0,0,0,0,0,0,0,declar
declination,0,0,0,0,0,0,0,declin
decline,0,0,0,0,0,0,0,declin
declining,0,0,0,0,0,0,0,declin
decompose,0,1,0,0,0,0,0,decompos
decomposed,0,0,0,0,1,0,0,decompos
decomposition,0,1,1,0,1,0,0,decomposit
decorate,0,0,0,0,0,0,0,decor
decoration,0,0,0,0,0,0,0,decor
decorum,0,0,0,0,0,0,0,decorum
decoy,0,0,0,0,0,1,0,decoy
decrease,0,0,0,0,0,0,0,decreas
decreased,0,0,0,0,0,0,0,decreas
decreasing,0,0,0,0,0,0,0,decreas
decree,0,0,0,0,0,0,0,decre
decrement,0,0,0,0,0,0,0,decrement
decrepit,0,0,0,0,0,0,0,decrepit
decry,1,0,0,0,0,0,0,decri
dedication,0,0,0,0,0,0,0,dedic
deduce,0,0,0,0,0,0,0,deduc
deduct,0,0,0,0,0,0,0,deduct
deduction,0,0,0,0,0,0,0,deduct
deed,0,0,0,0,0,0,0,deed
deepen,0,0,0,0,0,0,0,deepen
deer,0,0,0,0,0,0,0,deer
defamation,0,1,1,0,0,0,0,defam
defamatory,1,0,0,0,0,0,0,defamatori
default,0,1,1,0,1,0,0,default
defeat,0,0,0,0,0,0,0,defeat
defeated,0,0,0,0,1,0,0,defeat
defect,1,0,0,0,0,0,0,defect
defection,0,0,1,0,0,0,0,defect
defective,0,1,0,0,0,0,0,defect
defend,0,0,1,0,0,0,0,defend
defendant,1,0,1,0,1,0,0,defend
defended,0,0,0,0,0,0,0,defend
defender,0,0,0,0,0,0,0,defend
defending,0,0,0,0,0,0,0,defend
defense,1,0,1,0,0,0,1,defens
defenseless,0,0,1,0,1,0,0,defenseless
defensible,0,0,0,0,0,0,0,defens
defensive,0,0,0,0,0,0,0,defens
defer,0,0,0,0,0,0,0,defer
deference,0,0,0,0,0,0,0,defer
deferral,0,0,0,0,0,0,0,deferr
deferring,0,0,0,0,0,0,0,defer
defiance,1,1,1,0,0,0,0,defianc
defiant,1,0,0,0,0,0,0,defiant
deficiency,0,0,0,0,0,0,0,defici
deficit,0,0,0,0,0,0,0,deficit
define,0,0,0,0,0,0,0,defin
defined,0,0,0,0,0,0,0,defin
definition,0,0,0,0,0,0,0,definit
definitive,0,0,0,0,0,0,0,definit
deflate,1,0,0,0,1,0,0,deflat
deflation,0,0,1,0,0,0,0,deflat
deflect,0,0,0,0,0,0,0,deflect
deflection,0,0,0,0,0,0,0,deflect
defloration,0,0,0,0,0,0,0,deflor
deform,0,1,0,0,0,0,0,deform
deformed,0,1,0,0,1,0,0,deform
deformity,0,1,1,0,1,0,0,deform
defraud,1,1,0,0,0,0,0,defraud
defray,0,0,0,0,0,0,0,defray
deft,0,0,0,0,0,0,0,deft
defunct,0,0,0,0,1,0,0,defunct
defy,1,0,1,0,1,1,0,defi
degeneracy,1,1,0,0,1,0,0,degeneraci
degenerate,0,0,0,0,0,0,0,degener
degeneration,0,0,0,0,0,0,0,degener
degradation,0,0,0,0,0,0,0,degrad
degrade,0,1,0,0,0,0,0,degrad
degrading,0,1,1,0,1,0,0,degrad
degree,0,0,0,0,0,0,0,degre
dehydrated,0,0,0,0,0,0,0,dehydr
delay,1,1,1,0,1,0,0,delay
delayed,0,0,0,0,0,0,0,delay
delectable,0,0,0,0,0,0,0,delect
delegate,0,0,0,0,0,0,0,deleg
delegation,0,0,0,0,0,0,0,deleg
deleterious,1,1,1,0,0,0,0,deleteri
deletion,0,0,0,0,0,0,0,delet
deliberate,0,0,0,0,0,0,0,deliber
deliberation,0,0,0,0,0,0,0,deliber
deliberative,0,0,0,0,0,0,0,delib
delicacy,0,0,0,0,0,0,0,delicaci
delicious,0,0,0,1,0,0,0,delici
delight,0,0,0,1,0,0,1,delight
delighted,0,0,0,1,0,1,1,delight
delightful,0,0,0,1,0,0,1,delight
delineate,0,0,0,0,0,0,0,delin
delineation,0,0,0,0,0,0,0,delin
delinquency,0,0,0,0,0,0,0,delinqu
delinquent,1,1,0,0,0,0,0,delinqu
delirious,0,0,0,0,1,0,0,deliri
delirium,0,1,0,0,1,0,0,delirium
deliverance,0,0,0,1,0,0,0,deliver
delivery,0,0,0,0,0,0,0,deliveri
dell,0,0,0,0,0,0,0,dell
delta,0,0,0,0,0,0,0,delta
deluge,0,0,1,0,1,1,0,delug
delusion,1,0,1,0,1,0,0,delus
delusional,1,0,1,0,0,0,0,delusion
delve,0,0,0,0,0,0,0,delv
demand,1,0,0,0,0,0,0,demand
demanding,0,0,0,0,0,0,0,demand
demeanor,0,0,0,0,0,0,0,demeanor
demented,0,0,1,0,0,0,0,dement
dementia,0,0,1,0,1,0,0,dementia
demise,0,0,1,0,1,0,0,demis
democracy,0,0,0,0,0,0,0,democraci
democrat,0,0,0,0,0,0,0,democrat
demolish,1,0,0,0,1,0,0,demolish
demolition,0,0,0,0,0,0,0,demolit
demon,1,1,1,0,1,0,0,demon
demonic,1,1,1,0,1,0,0,demon
demonstrable,0,0,0,0,0,0,0,demonstr
demonstrate,0,0,0,0,0,0,0,demonstr
demonstrated,0,0,0,0,0,0,0,demonstr
demonstrating,0,0,0,0,0,0,0,demonstr
demonstration,0,0,0,0,0,0,0,demonstr
demonstrative,0,0,0,1,1,0,0,demonstr
demonstrator,0,0,0,0,0,0,0,demonstr
demoralized,0,0,1,0,1,0,0,demor
demos,0,0,0,0,0,0,0,demo
den,0,0,0,0,0,0,0,den
denial,0,0,0,0,0,0,0,denial
denied,0,0,0,0,1,0,0,deni
denomination,0,0,0,0,0,0,0,denomin
denominational,0,0,0,0,0,0,0,denomin
denominator,0,0,0,0,0,0,0,denomin
denote,0,0,0,0,0,0,0,denot
denounce,1,1,0,0,0,0,0,denounc
dense,0,0,0,0,0,0,0,dens
density,0,0,0,0,0,0,0,densiti
dent,0,0,0,0,0,0,0,dent
dentistry,0,0,1,0,0,0,0,dentistri
denunciation,1,1,1,0,0,0,0,denunci
deny,1,0,0,0,0,0,0,deni
denying,0,0,0,0,0,0,0,deni
deodorant,0,0,0,0,0,0,0,deodor
depart,0,0,0,0,1,0,0,depart
departed,0,0,0,0,1,0,0,depart
department,0,0,0,0,0,0,0,depart
departure,0,0,0,0,1,0,0,departur
depend,0,0,0,0,0,0,0,depend
dependant,0,0,0,0,0,0,0,depend
dependence,0,0,1,0,1,0,0,depend
dependency,0,0,0,0,0,0,0,depend
dependent,0,0,0,0,0,0,0,depend
depict,0,0,0,0,0,0,0,depict
depicting,0,0,0,0,0,0,0,depict
depletion,0,0,0,0,0,0,0,deplet
deplorable,1,1,1,0,1,0,0,deplor
deplore,1,1,0,0,1,0,0,deplor
deploy,0,0,0,0,0,0,0,deploy
deport,0,0,1,0,1,0,0,deport
deportation,1,0,1,0,1,0,0,deport
deposit,0,0,0,0,0,0,0,deposit
depositary,0,0,0,0,0,0,0,depositari
deposition,0,0,0,0,0,0,0,deposit
depository,0,0,0,0,0,0,0,depositori
depot,0,0,0,0,0,0,0,depot
depraved,1,1,1,0,1,0,0,deprav
depravity,1,1,0,0,0,0,0,deprav
depreciate,1,1,0,0,0,0,0,depreci
depreciated,1,1,1,0,1,0,0,depreci
depreciation,0,0,1,0,0,0,0,depreci
depress,0,0,1,0,1,0,0,depress
depressed,1,0,1,0,1,0,0,depress
depressing,0,1,0,0,1,0,0,depress
depression,0,0,0,0,1,0,0,depress
depressive,0,0,0,0,1,0,0,depress
deprivation,1,1,1,0,1,0,0,depriv
depth,0,0,0,0,0,0,0,depth
deputy,0,0,0,0,0,0,0,deputi
derail,0,0,0,0,0,0,0,derail
deranged,1,1,1,0,0,0,0,derang
derelict,0,0,0,0,0,0,0,derelict
derision,1,1,0,0,0,0,0,deris
derivation,0,0,0,0,0,0,0,deriv
derivative,0,0,0,0,0,0,0,deriv
derive,0,0,0,0,0,0,0,deriv
dermal,0,0,0,0,0,0,0,dermal
dermatologist,0,0,0,0,0,0,0,dermatologist
dermatology,0,0,0,0,0,0,0,dermatolog
derogation,1,1,1,0,1,0,0,derog
derogatory,1,1,1,0,1,0,0,derogatori
descend,0,0,0,0,0,0,0,descend
descendant,0,0,0,0,0,0,0,descend
descendent,0,0,0,0,0,0,0,descend
descending,0,0,0,0,0,0,0,descend
descent,0,0,1,0,1,0,0,descent
describe,0,0,0,0,0,0,0,describ
description,0,0,0,0,0,0,0,descript
descriptive,0,0,0,0,0,0,0,descript
desecration,1,1,1,0,1,0,0,desecr
desert,1,1,1,0,1,0,0,desert
deserted,1,1,1,0,1,0,0,desert
desertion,0,0,0,0,0,0,0,desert
deserve,1,0,0,0,0,0,1,deserv
deserved,0,0,0,0,0,0,0,deserv
deserving,0,0,0,0,0,0,0,deserv
design,0,0,0,0,0,0,0,design
designate,0,0,0,0,0,0,0,design
designation,0,0,0,0,0,0,0,design
designed,0,0,0,0,0,0,0,design
designer,0,0,0,0,0,0,0,design
designing,0,0,0,0,0,0,0,design
desirability,0,0,0,0,0,0,0,desir
desirable,0,0,0,0,0,0,0,desir
desiring,0,0,0,0,0,0,0,desir
desirous,0,0,0,0,0,0,0,desir
desist,1,1,0,0,0,0,0,desist
desk,0,0,0,0,0,0,0,desk
desolation,0,0,1,0,1,0,0,desol
despair,1,1,1,0,1,0,0,despair
despairing,0,0,1,0,1,0,0,despair
despatch,0,0,0,0,0,0,0,despatch
desperate,0,0,0,0,0,0,0,desper
desperation,0,0,0,0,0,0,0,desper
despicable,1,1,0,0,0,0,0,despic
despise,1,1,0,0,0,0,0,despis
despotic,0,0,1,0,0,0,0,despot
despotism,1,1,1,0,1,0,0,despot
dessert,0,0,0,0,0,0,0,dessert
destination,0,0,1,1,1,1,0,destin
destined,0,0,0,0,0,0,0,destin
destiny,0,0,0,0,0,0,0,destini
destitute,0,0,1,0,1,0,0,destitut
destroyed,1,0,1,0,1,0,0,destroy
destroyer,1,0,1,0,0,0,0,destroy
destroying,1,0,1,0,1,0,0,destroy
destruction,1,0,0,0,0,0,0,destruct
destructive,1,1,1,0,0,0,0,destruct
detach,0,0,0,0,0,0,0,detach
detached,0,0,0,0,0,0,0,detach
detachment,0,0,0,0,0,0,0,detach
detail,0,0,0,0,0,0,0,detail
details,0,0,0,0,0,0,0,detail
detain,0,0,0,0,0,0,0,detain
detainee,1,0,1,0,1,0,0,detaine
detect,0,0,0,0,0,0,0,detect
detectable,0,0,0,0,0,0,0,detect
detection,0,0,0,0,0,0,0,detect
detective,0,0,0,0,0,0,0,detect
detector,0,0,0,0,0,0,0,detector
detention,0,0,0,0,1,0,0,detent
deter,0,0,0,0,0,0,0,deter
detergent,0,0,0,0,0,0,0,deterg
deteriorate,0,0,1,0,1,0,0,deterior
deteriorated,0,1,0,0,1,0,0,deterior
deterioration,1,1,1,0,1,0,0,deterior
determinable,0,0,0,0,0,0,0,determin
determinate,0,0,0,0,0,0,0,determin
determination,0,0,0,0,0,0,0,determin
determined,0,0,0,0,0,0,0,determin
detest,1,1,0,0,0,0,0,detest
detonate,0,0,1,0,0,1,0,deton
detonation,1,0,0,0,0,0,0,deton
detour,0,0,0,0,0,0,0,detour
detract,1,0,0,0,0,0,0,detract
detriment,0,0,0,0,0,0,0,detriment
detrimental,0,0,0,0,0,0,0,detriment
detritus,0,0,0,0,0,0,0,detritu
deuce,0,0,0,0,0,0,0,deuc
devastate,1,0,1,0,1,0,0,devast
devastating,1,1,1,0,1,0,0,devast
devastation,1,0,1,0,1,1,0,devast
develop,0,0,0,0,0,0,0,develop
developing,0,0,0,0,0,0,0,develop
development,0,0,0,0,0,0,0,develop
deviate,0,0,0,0,0,0,0,deviat
deviating,0,0,0,0,0,0,0,deviat
deviation,0,0,0,0,1,0,0,deviat
device,0,0,0,0,0,0,0,devic
devil,1,1,1,0,1,0,0,devil
devilish,0,1,1,0,0,0,0,devilish
devious,0,0,0,0,0,0,0,deviou
devise,0,0,0,0,0,0,0,devis
devoid,0,0,0,0,0,0,0,devoid
devolution,0,0,0,0,0,0,0,devolut
devolve,0,0,0,0,0,0,0,devolv
devote,0,0,0,0,0,0,0,devot
devotee,0,0,0,0,0,0,0,devote
devotional,0,0,0,0,0,0,0,devot
devour,0,0,0,0,0,0,0,devour
devout,0,0,0,1,0,0,1,devout
dew,0,0,0,0,0,0,0,dew
dexter,0,0,0,0,0,0,0,dexter
dexterity,0,0,0,0,0,0,0,dexter
dextrose,0,0,0,0,0,0,0,dextros
diabolical,1,1,1,0,0,0,0,diabol
diagnosis,0,0,1,0,0,0,0,diagnosi
diagnostic,0,0,0,0,0,0,0,diagnost
diagnostics,0,0,0,0,0,0,0,diagnost
diagram,0,0,0,0,0,0,0,diagram
dial,0,0,0,0,0,0,0,dial
dialect,0,0,0,0,0,0,0,dialect
dialectic,0,0,0,0,0,0,0,dialect
dialogue,0,0,0,0,0,0,0,dialogu
diameter,0,0,0,0,0,0,0,diamet
diamond,0,0,0,1,0,0,0,diamond
diamonds,0,0,0,0,0,0,0,diamond
diaper,0,1,0,0,0,0,0,diaper
diaphragm,0,0,0,0,0,0,0,diaphragm
diarrhoea,0,1,0,0,0,0,0,diarrhoea
diary,0,0,0,1,0,0,0,diari
diatribe,1,1,0,0,0,0,0,diatrib
dice,0,0,0,0,0,0,0,dice
dichotomous,0,0,0,0,0,0,0,dichotom
dichotomy,0,0,0,0,0,0,0,dichotomi
dictate,0,0,0,0,0,0,0,dictat
dictation,0,0,0,0,0,0,0,dictat
dictator,0,0,1,0,0,0,0,dictat
dictatorial,1,0,0,0,0,0,0,dictatori
dictatorship,1,1,1,0,1,0,0,dictatorship
diction,0,0,0,0,0,0,0,diction
dictionary,0,0,0,0,0,0,0,dictionari
dictum,0,0,0,0,0,0,0,dictum
didactic,0,0,0,0,0,0,0,didact
die,0,0,1,0,1,0,0,die
diet,0,0,0,0,0,0,0,diet
dietary,0,0,0,0,0,0,0,dietari
differ,0,0,0,0,0,0,0,differ
difference,0,0,0,0,0,0,0,differ
differences,0,0,0,0,0,0,0,differ
differential,0,0,0,0,0,0,0,differenti
differentiation,0,0,0,0,0,0,0,differenti
differently,0,0,0,0,0,1,0,differ
differing,0,0,0,0,0,0,0,differ
difficult,0,0,1,0,0,0,0,difficult
difficulties,0,0,0,0,1,0,0,difficulti
difficulty,1,0,1,0,1,0,0,difficulti
diffuse,0,0,0,0,0,0,0,diffus
diffusion,0,0,0,0,0,0,0,diffus
dig,0,0,0,0,0,0,0,dig
digest,0,0,0,0,0,0,0,digest
digestion,0,0,0,0,0,0,0,digest
digit,0,0,0,0,0,0,0,digit
dignified,0,0,0,0,0,0,0,dignifi
dignity,0,0,0,0,0,0,0,digniti
digress,0,0,0,0,0,0,0,digress
digs,0,0,0,0,0,0,0,dig
dike,0,0,1,0,0,0,0,dike
dilapidated,0,1,0,0,1,0,0,dilapid
dilatation,0,0,0,0,0,0,0,dilat
dilation,0,0,0,0,0,0,0,dilat
dilemma,0,0,0,0,0,0,0,dilemma
diligence,0,0,0,0,0,0,0,dilig
diligent,0,0,0,0,0,0,0,dilig
diluent,0,0,0,0,0,0,0,diluent
dilute,0,0,0,0,0,0,0,dilut
diluted,0,0,0,0,0,0,0,dilut
dilution,0,0,0,0,0,0,0,dilut
dime,0,0,0,0,0,0,0,dime
dimension,0,0,0,0,0,0,0,dimens
diminish,0,0,0,0,1,0,0,diminish
diminished,0,0,0,0,0,0,0,diminish
diminution,0,0,0,0,0,0,0,diminut
diminutive,0,0,0,0,0,0,0,diminut
din,0,0,0,0,0,0,0,din
dine,0,0,0,0,0,0,0,dine
diner,0,0,0,0,0,0,0,diner
dinner,0,0,0,0,0,0,0,dinner
dinosaur,0,0,1,0,0,0,0,dinosaur
dint,0,0,0,0,0,0,0,dint
diocesan,0,0,0,0,0,0,0,diocesan
diocese,0,0,0,0,0,0,0,dioces
diorama,0,0,0,0,0,0,0,diorama
dip,0,0,0,0,0,0,0,dip
diploma,0,0,0,0,0,0,0,diploma
diplomacy,0,0,0,0,0,0,1,diplomaci
diplomat,0,0,0,0,0,0,0,diplomat
diplomatic,0,0,0,0,0,0,0,diplomat
dire,0,1,1,0,1,1,0,dire
directed,0,0,0,0,0,0,0,direct
direction,0,0,0,0,0,0,0,direct
directly,0,0,0,0,0,0,0,directli
director,0,0,0,0,0,0,0,director
directory,0,0,0,0,0,0,0,directori
dirt,0,1,0,0,0,0,0,dirt
dirty,0,1,0,0,0,0,0,dirti
disability,0,0,0,0,1,0,0,disabl
disable,0,0,1,0,1,0,0,disabl
disabled,0,0,1,0,1,0,0,disabl
disadvantage,0,0,0,0,0,0,0,disadvantag
disaffected,0,0,0,0,0,0,0,disaffect
disagree,1,0,0,0,0,0,0,disagre
disagreeable,0,0,0,0,0,0,0,disagre
disagreeing,1,0,0,0,1,0,0,disagre
disagreement,1,0,0,0,1,0,0,disagr
disallow,0,0,0,0,0,0,0,disallow
disallowed,1,1,1,0,1,0,0,disallow
disappear,0,0,1,0,0,0,0,disappear
disappearance,0,0,0,0,0,0,0,disappear
disappearing,0,0,0,0,0,0,0,disappear
disappoint,1,1,0,0,1,0,0,disappoint
disappointed,1,1,0,0,1,0,0,disappoint
disappointing,0,0,0,0,1,0,0,disappoint
disappointment,0,1,0,0,1,0,0,disappoint
disapproval,0,0,0,0,1,0,0,disapprov
disapprove,1,1,1,0,1,0,0,disapprov
disapproved,1,0,0,0,1,0,0,disapprov
disapproving,1,1,0,0,1,0,0,disapprov
disarm,0,0,0,0,0,0,0,disarm
disarray,0,0,0,0,0,0,0,disarray
disaster,1,1,1,0,1,1,0,disast
disastrous,1,0,1,0,1,0,0,disastr
disband,0,0,0,0,0,0,0,disband
disbelief,0,0,0,0,0,0,0,disbelief
disbelieve,0,0,0,0,0,0,0,disbeliev
disburse,0,0,0,0,0,0,0,disburs
disbursement,0,0,0,0,0,0,0,disburs
disc,0,0,0,0,0,0,0,disc
discarded,0,0,0,0,0,0,0,discard
discards,0,0,0,0,0,0,0,discard
discern,0,0,0,0,0,0,0,discern
discernible,0,0,0,0,0,0,0,discern
discerning,0,0,0,0,0,0,0,discern
discernment,0,0,0,0,0,0,0,discern
discharge,0,0,0,0,0,0,0,discharg
disciple,0,0,0,0,0,0,0,discipl
discipline,0,0,1,0,0,0,0,disciplin
disclaim,1,1,0,0,0,0,0,disclaim
disclaimer,0,0,0,0,0,0,0,disclaim
disclose,0,0,0,0,0,0,0,disclos
disclosed,0,0,0,0,0,0,0,disclos
disclosure,0,0,0,0,0,0,0,disclosur
discoloration,0,1,0,0,0,0,0,discolor
discolored,0,1,0,0,1,0,0,discolor
discomfort,0,0,0,0,1,0,0,discomfort
disconnect,0,0,0,0,1,0,0,disconnect
disconnected,0,0,0,0,1,0,0,disconnect
disconnection,0,0,0,0,0,0,0,disconnect
discontent,1,1,1,0,1,0,0,discont
discontinuance,0,0,0,0,0,0,0,discontinu
discontinue,0,0,0,0,0,0,0,discontinu
discontinuity,0,1,1,0,1,0,0,discontinu
discontinuous,0,0,0,0,0,0,0,discontinu
discord,1,1,0,0,0,0,0,discord
discount,0,0,0,0,0,0,0,discount
discounted,0,0,0,0,0,0,0,discount
discourage,0,0,1,0,1,0,0,discourag
discouraged,0,0,0,0,0,0,0,discourag
discouragement,0,0,0,0,0,0,0,discourag
discourse,0,0,0,0,0,0,0,discours
discover,0,0,0,0,0,0,0,discov
discovery,0,0,0,0,0,0,0,discoveri
discredit,0,0,0,0,0,0,0,discredit
discreet,0,0,0,0,0,0,1,discreet
discrepancy,0,0,0,0,0,0,0,discrep
discrete,0,0,0,0,0,0,0,discret
discretion,0,0,0,0,0,0,1,discret
discretionary,0,0,0,0,0,0,0,discretionari
discriminate,1,0,0,0,1,0,0,discrimin
discriminating,0,1,0,0,0,0,0,discrimin
discrimination,1,1,1,0,1,0,0,discrimin
discus,0,0,0,0,0,0,0,discu
discuss,0,0,0,0,0,0,0,discu
discussion,0,0,0,0,0,0,0,discuss
disdain,1,1,0,0,0,0,0,disdain
disease,1,1,1,0,1,0,0,diseas
diseased,0,1,1,0,1,0,0,diseas
disembodied,0,0,1,0,1,0,0,disembodi
disengage,0,0,0,0,0,0,0,disengag
disengagement,0,0,0,0,0,0,0,disengag
disfigured,1,1,1,0,1,0,0,disfigur
disgrace,1,1,0,0,1,0,0,disgrac
disgraced,1,1,0,0,1,0,0,disgrac
disgraceful,1,1,0,0,0,0,0,disgrac
disgruntled,1,1,0,0,1,0,0,disgruntl
disguise,0,0,0,0,0,0,0,disguis
disguised,0,0,0,0,0,0,0,disguis
disgust,1,1,1,0,1,0,0,disgust
disgusting,1,1,1,0,0,0,0,disgust
dish,0,0,0,0,0,0,0,dish
disheartened,0,0,0,0,1,0,0,dishearten
disheartening,0,0,0,0,1,0,0,dishearten
dishonest,1,1,0,0,1,0,0,dishonest
dishonesty,0,1,0,0,0,0,0,dishonesti
dishonor,1,1,1,0,1,0,0,dishonor
disillusionment,1,1,0,0,1,0,0,disillusion
disinfect,0,0,0,0,0,0,0,disinfect
disinfectant,0,0,0,0,0,0,0,disinfect
disinfection,0,0,0,0,0,0,0,disinfect
disinformation,1,0,1,0,0,0,0,disinform
disingenuous,0,1,0,0,0,0,0,disingenu
disintegrate,0,1,1,0,0,0,0,disintegr
disintegration,0,0,0,0,0,0,0,disintegr
disinterested,0,0,0,0,0,0,0,disinterest
disjoint,0,0,0,0,0,0,0,disjoint
disjointed,0,0,0,0,0,0,0,disjoint
disjunctive,0,0,0,0,0,0,0,disjunct
disk,0,0,0,0,0,0,0,disk
diskette,0,0,0,0,0,0,0,diskett
dislike,1,1,0,0,0,0,0,dislik
disliked,1,0,0,0,1,0,0,dislik
dislocated,1,1,1,0,1,0,0,disloc
dislocation,0,0,0,0,0,0,0,disloc
dislodge,0,0,0,0,0,0,0,dislodg
dismal,0,1,1,0,1,0,0,dismal
dismay,1,0,1,0,1,1,0,dismay
dismemberment,0,1,1,0,1,0,0,dismember
dismiss,0,0,0,0,0,0,0,dismiss
dismissal,1,1,1,0,1,1,0,dismiss
dismount,0,0,0,0,0,0,0,dismount
disobedience,1,1,0,0,0,0,0,disobedi
disobedient,1,0,0,0,0,0,0,disobedi
disobey,1,1,0,0,0,0,0,disobey
disorder,0,0,1,0,0,0,0,disord
disorderly,0,0,0,0,0,0,0,disorderli
disorganized,0,0,0,0,0,0,0,disorgan
disparage,1,1,0,0,1,0,0,disparag
disparaging,1,1,0,0,1,0,0,disparag
disparate,0,0,0,0,0,0,0,dispar
disparity,1,1,0,0,1,0,0,dispar
dispassionate,0,0,0,0,1,0,0,dispassion
dispatch,0,0,0,0,0,0,0,dispatch
dispel,0,0,0,0,1,0,0,dispel
dispensation,0,0,0,0,0,0,0,dispens
dispense,0,0,0,0,0,0,0,dispens
disperse,0,0,0,0,0,0,0,dispers
dispersed,0,0,0,0,0,0,0,dispers
dispersion,0,0,0,0,0,0,0,dispers
displace,0,0,0,0,0,0,0,displac
displaced,1,0,1,0,1,0,0,displac
displacement,0,0,0,0,0,0,0,displac
display,0,0,0,0,0,0,0,display
displeased,1,1,1,0,1,0,0,displeas
displeasure,0,1,0,0,0,0,0,displeasur
disposal,0,0,0,0,0,0,0,dispos
dispose,0,1,0,0,0,0,0,dispos
disposed,0,0,0,0,0,0,0,dispos
disposition,0,0,0,0,0,0,0,disposit
dispossessed,1,0,1,0,1,0,0,dispossess
disprove,0,0,0,0,0,0,0,disprov
dispute,1,0,0,0,0,0,0,disput
disqualification,0,0,0,0,0,0,0,disqualif
disqualified,1,1,0,0,1,0,0,disqualifi
disqualify,0,0,0,0,1,0,0,disqualifi
disregard,0,0,0,0,0,0,0,disregard
disregarded,0,1,0,0,0,0,0,disregard
disreputable,1,1,1,0,0,0,0,disreput
disrepute,0,0,0,0,0,0,0,disreput
disrespect,1,0,0,0,0,0,0,disrespect
disrespectful,1,1,1,0,1,0,0,disrespect
disruption,1,0,1,0,0,1,0,disrupt
dissatisfaction,0,0,0,0,0,0,0,dissatisfact
dissatisfied,0,0,0,0,0,0,0,dissatisfi
dissect,0,0,0,0,0,0,0,dissect
dissection,0,1,0,0,0,0,0,dissect
disseminate,0,0,0,0,0,0,0,dissemin
dissemination,0,0,0,0,0,0,0,dissemin
dissension,1,0,0,0,0,0,0,dissens
dissent,0,0,0,0,0,0,0,dissent
dissenting,0,0,0,0,0,0,0,dissent
dissertation,0,0,0,0,0,0,0,dissert
disservice,1,1,0,0,1,0,0,disservic
dissident,1,0,1,0,0,0,0,dissid
dissimilar,0,0,0,0,0,0,0,dissimilar
dissipate,0,0,0,0,0,0,0,dissip
dissipated,0,0,0,0,0,0,0,dissip
dissociation,0,0,0,0,0,0,0,dissoci
dissolution,1,0,1,0,1,1,0,dissolut
dissolve,0,0,0,0,0,0,0,dissolv
dissonance,1,0,0,0,0,0,0,disson
dissuade,0,0,0,0,0,0,0,dissuad
distal,0,0,0,0,0,0,0,distal
distance,0,0,0,0,0,0,0,distanc
distant,0,0,0,0,0,0,0,distant
distaste,0,1,0,0,0,0,0,distast
distasteful,0,1,0,0,0,0,0,distast
distillate,0,0,0,0,0,0,0,distil
distillation,0,0,0,0,0,0,0,distil
distinction,0,0,0,0,0,0,0,distinct
distinctive,0,0,0,0,0,0,0,distinct
distinguish,0,0,0,0,0,0,0,distinguish
distinguishable,0,0,0,0,0,0,0,distinguish
distinguished,0,0,0,0,0,0,0,distinguish
distinguishing,0,0,0,0,0,0,0,distinguish
distorted,0,1,0,0,0,0,0,distort
distortion,0,0,0,0,0,0,0,distort
distract,0,0,0,0,0,0,0,distract
distracted,1,0,0,0,0,0,0,distract
distracting,1,0,0,0,0,0,0,distract
distraction,0,0,0,0,0,0,0,distract
distraught,0,0,0,0,1,0,0,distraught
distress,1,1,1,0,1,1,0,distress
distressed,0,0,1,0,0,0,0,distress
distressing,1,0,1,0,0,0,0,distress
distribute,0,0,0,0,0,0,0,distribut
distribution,0,0,0,0,0,0,0,distribut
district,0,0,0,0,0,0,0,district
distrust,1,1,1,0,0,0,0,distrust
disturbance,1,0,1,0,1,1,0,disturb
disturbed,1,0,0,0,1,0,0,disturb
disuse,0,0,0,0,0,0,0,disus
disused,1,0,0,0,0,0,0,disus
ditch,0,0,0,0,0,0,0,ditch
ditto,0,0,0,0,0,0,0,ditto
ditty,0,0,0,1,0,0,0,ditti
diurnal,0,0,0,0,0,0,0,diurnal
divan,0,0,0,0,0,0,0,divan
dive,0,0,0,0,0,0,0,dive
diver,0,0,0,0,0,0,0,diver
diverge,0,0,0,0,0,0,0,diverg
divergence,0,0,0,0,0,0,0,diverg
divergent,0,0,0,0,0,1,0,diverg
diverging,0,0,0,0,0,0,0,diverg
divers,0,0,0,0,0,0,0,diver
diverse,0,0,0,0,0,0,0,divers
diversified,0,0,0,0,0,0,0,diversifi
diversify,0,0,0,0,0,0,0,diversifi
diversion,0,0,0,0,0,1,0,divers
diversity,0,0,0,0,0,0,0,divers
divert,0,0,0,0,0,0,0,divert
diverting,0,0,0,0,0,0,0,divert
divest,0,0,0,0,0,0,0,divest
divested,0,0,0,0,0,0,0,divest
divestment,0,0,0,0,0,0,0,divest
divide,0,0,0,0,0,0,0,divid
divided,0,0,0,0,0,0,0,divid
dividend,0,0,0,0,0,0,0,dividend
divination,0,0,0,0,0,0,0,divin
divine,0,0,0,0,0,0,0,divin
divinity,0,0,0,0,0,0,0,divin
divisible,0,0,0,0,0,0,0,divis
division,0,0,0,0,0,0,0,divis
divisor,0,0,0,0,0,0,0,divisor
divorce,1,1,1,0,1,1,0,divorc
