word,empathy,distress,stemma
breaches,4.01324735411834,4.34040874000161,breach
bread,4.7871120866098,4.80093657849956,bread
break,3.86639070250854,3.63050975036074,break
breaking,2.66152615853695,3.4594436511968,break
breaks,3.8235048950068,3.09646981640104,break
breakup,5.16802413498984,1.92480365432561,breakup
breast,5.6494556101261,4.77571934841363,breast
breath,3.29294515833773,4.09519199879685,breath
breathe,4.38482982335562,4.72342057048792,breath
breathing,3.99928129930221,3.91864180486718,breath
bred,2.80500663232324,2.96210516589133,bred
breed,2.58394602141625,3.03005174214159,breed
breeding,2.67147998300361,4.00384177450696,breed
brewing,2.76052928926801,2.15599696093831,brew
bride,2.2955996617476,2.83868396486598,bride
bridge,4.60399885387715,4.48212225666717,bridg
brief,3.0381372295792,1.58698702390432,brief
briefly,2.94132440642229,1.74684634948756,briefli
bright,4.5037793350867,3.72709606849327,bright
brilliant,3.4219761730737,3.0568775097668,brilliant
brim,4.31821425679084,4.70527511366698,brim
bring,4.41369673598486,4.29478990402775,bring
bringing,3.42804396144833,3.99806867042896,bring
brings,4.24063389245306,3.64674644195962,bring
brink,4.2706180838456,4.65769254235729,brink
brisbane,5.28467511407126,3.91843881496026,brisban
britain,4.83059184601694,3.9283349219885,britain
britains,4.38185244504123,3.18203504510831,britain
britian,4.52163302433944,3.37023300107806,britian
british,3.94853662883928,2.89605743794122,british
brits,3.33384629485809,1.61371155619876,brit
bro,1.69458687885684,1.27324340844712,bro
broadband,4.79211163439433,3.1836675438974,broadband
broadcast,4.29397027661921,3.45470942782536,broadcast
broadcasted,3.50674002357439,2.95857914666464,broadcast
broadcasting,3.86515062060517,2.93052269733781,broadcast
broader,4.03314790548318,1.75131931602989,broader
broke,2.79293862506341,2.97977485872686,broke
broken,3.42179528272608,3.94720148590566,broken
brother,4.51949313357294,3.98249622006566,brother
brothers,5.26393049886347,4.29112342479794,brother
brought,3.837146032762,4.016395004245,brought
brutal,4.21558520093526,5.37273598657387,brutal
brutality,4.67905367426565,5.90079849268677,brutal
brutalize,3.42852502217221,5.981410288399,brutal
brutalized,5.17412549226918,6.19553055101531,brutal
bs,1.28653716169889,1.49232576145572,b
bsi,4.06039668600519,2.85829509645581,bsi
bu,2.39745983724782,2.04196949019538,bu
bubble,2.74787090201117,1.64379169294133,bubbl
buble,4.93118459558294,2.75528886345216,bubl
bublé,2.33399398365416,2.23877081014407,bublé
buck,2.34637050234185,2.86010247957015,buck
buckley,4.28239830374851,3.79364178181646,buckley
bucks,2.31295701897915,2.41734325490728,buck
bud,2.42130816740459,2.10790133516399,bud
buddhist,4.86475133656658,2.82851010258723,buddhist
buddies,3.00394554309236,2.48116357651134,buddi
buddy,3.00257046851235,2.97003011737294,buddi
budget,2.18202981765195,3.08563283212412,budget
buffalo,5.36543143106989,3.63190240186876,buffalo
buffet,3.08704776064898,3.65573385754456,buffet
buffoon,1.44947304694835,2.87384763351697,buffoon
bug,1.88406954746757,1.81332636009562,bug
bugs,1.8927432956493,2.23633803598535,bug
build,3.76787401534116,3.14402877551317,build
building,3.29281507073675,3.07241609376248,build
buildings,4.19187165769737,3.56544089165676,build
builds,2.83230627639416,2.46883674056069,build
buildup,1.88361793610517,2.8209526823006,buildup
built,3.72631759954963,2.19814513004828,built
bull,2.34333027210438,3.04601402888794,bull
bullets,5.87874420236794,4.69391849380412,bullet
bullied,4.18109750868055,5.52480491833319,bulli
bullies,3.75294632947768,4.72267218905816,bulli
bullshit,1.71646706205572,1.95689961422776,bullshit
bully,3.25889209541544,5.06092886040807,bulli
bullying,4.41565903985008,5.33006033941921,bulli
bunch,1.19390038841652,1.25305427921565,bunch
bundy,2.30499303169167,1.29388700901849,bundi
burden,4.64753979155588,4.74654391449906,burden
bureaucracy,2.99919512230174,3.3030797010606,bureaucraci
bureaucratic,3.27908717830778,3.50915175928865,bureaucrat
buried,4.23943384738452,2.60499918519203,buri
burma,6.02882481896562,4.5575985109575,burma
burmese,4.12808546957007,3.18374136474748,burmes
burn,5.06646481306447,4.70507466494861,burn
burned,5.35090357494367,5.06125217221732,burn
burner,2.0133689676694,2.49833550974751,burner
burning,5.08304123611067,5.08882817078653,burn
burns,5.49603431626605,4.66750090056829,burn
burst,4.00118418393207,3.69559368355066,burst
bury,3.38997447707619,4.03396731374922,buri
bus,4.77795662102051,4.99693684479863,bu
busch,5.27223895180781,4.24604496044436,busch
buses,4.64542977534477,4.83116000355603,bu
bush,3.53585278113617,2.71482196571156,bush
business,2.70143482888703,2.59934885608546,busi
businesses,3.7531147620127,4.10830536363692,busi
buss,3.54354855123048,3.10297218734665,bu
busted,1.30550182629369,2.34884961616252,bust
busy,1.57393895783274,2.62954483695658,busi
but,1.64552939762419,1.23657377057384,but
butch,2.19280918976899,1.80975510038928,butch
butt,1.34297256636021,1.55142533030768,butt
buttons,3.55511736386001,2.83334527224294,button
buy,3.70490160523937,3.88352727688416,buy
buyers,3.29590134515168,4.01220772857047,buyer
buying,2.83032643618372,3.82771806592307,buy
buzzing,2.91903455956576,2.71093715762669,buzz
by,3.54792353641006,4.16411903998342,by
bygones,3.84137870550192,2.34774680723829,bygon
bystanders,4.27792924371964,4.94760740230103,bystand
c,4.40666404146776,3.09074208412405,c
cabinet,2.67151823184334,2.61521003391522,cabinet
caffeine,3.93289609804925,3.35625280579088,caffein
cage,4.36882326579149,4.19323851169266,cage
caged,4.26955475711626,5.18362523046248,cage
cages,3.71802613866222,4.84317934414814,cage
caimans,5.26417616425996,4.98237483949403,caiman
cain,4.26808361650567,3.11211687021876,cain
cake,2.35902129620119,2.70097934826142,cake
calais,5.45371023522532,4.03750126470055,calai
calculated,3.24427973731748,3.4711122820448,calcul
calgon,4.26852178600832,4.54913018263292,calgon
cali,1.67552532418487,1.68426591262311,cali
calibrated,4.34197617917814,2.66687253279204,calibr
california,3.66899727620909,3.32939518327411,california
call,3.21326666856938,3.8155227307432,call
called,2.74540334611114,3.5839103123353,call
caller,3.23373059554542,2.1201898967597,caller
calling,3.17960508948878,4.28308056546413,call
callous,3.4482580067025,5.62414453949206,callou
calls,3.37994099722345,4.29665354619306,call
calm,4.06265413000102,4.16318091961219,calm
calmly,2.95103951650313,4.78680962657881,calmli
calorie,4.57530460841471,4.21225504856169,calori
came,3.91905247459957,3.13188157494931,came
camera,2.60922633571377,3.22112740125656,camera
cameras,3.55115675507365,2.9238283852822,camera
camp,2.19687070417308,2.51426463269506,camp
campaign,4.38890891743059,4.53288199290156,campaign
campaigning,4.32077636808157,3.82740993789546,campaign
campaigns,4.57839339472258,3.87302992371313,campaign
camping,3.19299279884341,2.8751401350417,camp
camps,2.29633236904236,2.76399177441948,camp
campus,4.4196656266804,3.47915405097831,campu
campuses,5.03537209436977,4.85759175009796,campu
can,3.46945622237962,3.65805925207024,can
canada,4.09420212726387,3.95953455829184,canada
canadian,3.52119231908518,2.69477349041683,canadian
canal,5.03721570572378,4.31142382935703,canal
canals,5.29643613123553,3.76591593245409,canal
cancel,3.49334302490099,5.00952771155742,cancel
canceled,2.47292127584155,4.31059191196785,cancel
cancelled,2.63180019018188,4.43850985287008,cancel
cancer,6.19085708803737,5.29077454415392,cancer
candidate,4.17228356798304,2.77972447913455,candid
candidates,3.81163108295188,2.20475742803514,candid
cannot,2.63311295080183,4.3976458149969,cannot
cannt,3.33948835654685,3.90543710528442,cannt
canonsburg,2.33399398365416,2.23877081014407,canonsburg
canot,4.22829743664324,4.23360180466159,canot
cant,2.75497069746997,2.79179047500551,cant
capability,3.61626578063531,2.867136729361,capabl
capable,2.26861842015523,2.55618473385292,capabl
capacity,4.71968299006322,4.73479886045597,capac
capital,4.01485394380951,3.67924897103423,capit
capitalism,4.0192851666658,4.21740003721537,capit
capitalist,3.0250135258276,4.03138282020692,capitalist
capitol,4.21519622483455,3.1038651970064,capitol
capsized,4.66053975984931,4.92887551293633,capsiz
captive,4.48549226278471,4.71885294203114,captiv
captivit,2.33399398365416,2.23877081014407,captivit
captivity,5.47330516448925,4.70159636788095,captiv
capture,4.98911268924134,4.47284110221744,captur
captured,4.54983914354217,4.47716571345854,captur
car,4.35624994351414,3.66792949090378,car
caravans,3.82148313413544,3.73927562312054,caravan
carbon,2.69809456135093,3.95480165188641,carbon
carbs,3.12705103348831,2.15930418646126,carb
card,4.22369772329678,4.90067859913578,card
cardiac,5.65048375678863,3.94907594209014,cardiac
care,3.03054491041123,3.86418130135218,care
cared,2.61165833411636,1.581650440101,care
career,3.4748646102134,1.82719732494752,career
careful,2.79540664529344,3.35220780923621,care
carefully,2.8050267055223,4.31575815770083,care
careless,1.93064013502101,4.53853230224675,careless
carelessly,1.82272397051804,4.76276562275126,carelessli
carelessness,2.14292538940477,4.63765456575011,careless
cares,2.19993121559927,1.76791486911149,care
carey,4.24555830189759,4.13682401869278,carey
caribbean,4.86678916714395,2.55158647490717,caribbean
caring,4.29194694477233,4.16891507081849,care
carnage,4.15263018638842,5.582016120028,carnag
carolina,5.24282559120674,4.72295757273796,carolina
carpet,4.04033377266342,4.08912675448975,carpet
carraway,5.47090994489471,2.82573325646237,carraway
carriage,4.96539905071689,4.29641275752488,carriag
carried,3.86397267034073,3.42329610606831,carri
carrier,5.21805705860305,3.69036484386639,carrier
carriers,4.86956036683956,3.56760970753249,carrier
carries,4.87706230411754,3.15040079804595,carri
carry,4.32934466348193,3.06708492781144,carri
carrying,3.87228767023989,3.91788595370612,carri
cars,3.1991457726266,3.07445705668355,car
carson,3.76818372363998,4.2877349574151,carson
cartel,1.46133812605431,3.74254302431842,cartel
cartels,2.09169614546841,4.3332744384018,cartel
cartoon,2.59892363157169,4.06212902425756,cartoon
case,1.83553892374291,1.44477913150001,case
cases,2.6180891374009,1.9941333496114,case
cash,1.86839021720727,2.55382392117843,cash
casual,1.26506795931068,2.18153455381023,casual
casualties,4.93757535590313,4.43681091050733,casualti
casualty,4.41019657905617,3.71787128435796,casualti
cat,3.64649448871751,3.83776596735527,cat
catastrophe,3.29248526897096,3.71550183384532,catastroph
catastrophic,2.7243571428817,3.10702331696221,catastroph
catch,2.26062992820437,2.44175176360007,catch
catches,2.06359961726736,1.82363689417473,catch
category,2.87398000961266,1.67069065027553,categori
cats,3.963754529682,3.42143991121306,cat
cattle,3.68601792255585,3.6480409905136,cattl
caucasians,3.65161588106843,3.69077956792132,caucasian
caught,1.99216025017044,3.71222692438918,caught
cause,3.29245755184215,2.75211037759793,caus
caused,3.54102581844222,3.35396870214543,caus
causes,3.96877315053415,2.54771994535129,caus
causing,3.41648867925888,4.03082505615499,caus
caution,3.50836685199001,4.79884098571683,caution
cautioned,4.10456273377778,4.83245718980366,caution
cautious,2.46406942693261,3.29199789436411,cautiou
cave,3.54783498075184,2.87504623412069,cave
cavendish,3.19935493754207,2.67949168515601,cavendish
cbs,4.44010818936564,3.81005484878709,cb
cdc,5.37549242883518,4.00897087247437,cdc
ceased,1.83240884306491,2.63406064411029,ceas
ceasefire,4.44695370448354,5.43860102311787,ceasefir
ceasers,4.11650612208578,2.87642842355928,ceaser
ceases,2.78509592918115,2.79251311701138,ceas
ceasing,1.98892036201829,3.8195400971651,ceas
cedar,4.27212859326721,2.97773558174849,cedar
ceding,3.30417980052956,2.69836324196302,cede
celebrate,4.99959809213579,4.48414898289798,celebr
celebrated,4.25909325339043,3.76103220068744,celebr
celebrating,4.08331384187378,4.0441838752301,celebr
celebrities,2.16450409103339,1.24442001231427,celebr
celebrity,2.65971697102163,1.41937214067912,celebr
cell,4.23880058337869,4.73613122619015,cell
cellmate,3.82756441165721,5.35083197673985,cellmat
cellphone,3.7382722716902,4.060299374659,cellphon
celsius,5.17664380111262,4.47988794512528,celsiu
center,3.58626692512542,3.11420603318195,center
centered,3.77092697033219,1.53768165465383,center
centers,3.99510545072594,4.01202837851331,center
central,4.26940722534177,2.88903168652467,central
centrists,3.52132056354235,2.03813901500961,centrist
centuries,4.5917989100021,3.71320709086474,centuri
century,2.57520767654619,3.45465296330865,centuri
ceo,4.03146358642776,3.85268768130793,ceo
ceos,4.22626498017026,3.35270151361369,ceo
certain,1.55309766653961,1.51057670528869,certain
certainly,1.5437423904677,1.59025160067981,certainli
cesarean,5.29083400881754,4.53770558893012,cesarean
cesspool,2.60026644082274,2.73792082426634,cesspool
cetera,5.39129659893662,3.45627673757632,cetera
cetin,2.33399398365416,2.23877081014407,cetin
chaces,2.33399398365416,2.23877081014407,chace
chain,2.07073595930349,3.34436219700339,chain
chained,3.11990464609392,5.05182735017698,chain
chains,3.78213648621038,3.74368110516523,chain
chair,3.81298358776205,4.79951692922674,chair
chalking,2.42127220734702,4.19995541852689,chalk
challenge,3.22665497148611,3.84884563347175,challeng
challenged,3.34394731910318,3.82177893411081,challeng
challenges,4.3171825205157,3.98863914536231,challeng
challenging,3.46963108571829,3.68525288314503,challeng
champion,4.48271739920166,2.77421936503308,champion
championship,2.98089515978444,2.13168000118445,championship
championships,2.25521497188825,1.88617737513864,championship
chance,3.53225322105451,3.116415543257,chanc
chances,2.91526553220117,3.04262939848536,chanc
change,1.8742386657597,2.47003553506998,chang
changed,2.40942396311015,2.42229270805509,chang
changes,2.83101003981363,2.08634349954465,chang
changing,2.09428347037418,2.84654390040463,chang
channel,4.00521731551654,3.6003721305434,channel
channels,4.21555761272266,3.25998304029305,channel
chanted,5.15952596582682,5.34779428443077,chant
chaos,3.53162220174045,4.45990669688723,chao
chaotic,3.45472106520581,4.88868243317925,chaotic
character,3.30688801060016,1.86161336202397,charact
characters,3.39612792738854,2.4550120839133,charact
charge,2.23358434261504,3.38471532167458,charg
charged,3.62632499934397,4.96315981109336,charg
charges,3.93073944886163,4.65621831800644,charg
charging,3.20521163558972,4.12669728229005,charg
charisma,4.65126522188837,2.41270126291512,charisma
charity,5.02408255326049,3.72678802716944,chariti
charleston,4.76614219721972,4.46743070529861,charleston
charlie,4.66881364151252,4.15946801274815,charli
charlotte,5.41137492065674,4.82008988349934,charlott
chartered,5.81486546560715,4.08014329843455,charter
charts,4.89609929104296,3.95066760284637,chart
chase,2.82470887155344,3.47234963626373,chase
chased,3.49602288992001,3.83560816279955,chase
chat,2.08480449821792,2.08482126334297,chat
chavez,3.84233122269822,4.26090391381247,chavez
cheap,3.51197454262102,3.04205721746056,cheap
cheaper,2.20238041943919,2.52902839444115,cheaper
cheat,1.23041874967595,3.22710473286461,cheat
cheated,3.08246016552595,4.91216235092011,cheat
cheating,1.34171082049564,3.65592071157307,cheat
check,2.14044467685739,3.4528965161276,check
checked,2.79723776973911,3.64427564082985,check
checking,2.04729698305082,3.41792072404026,check
checkpoint,4.87951931327129,4.88855466124137,checkpoint
checkpoints,5.00574235343354,5.15115320381841,checkpoint
checks,3.13496378203056,3.61490877354171,check
cheek,3.43095214658622,2.80936991024321,cheek
cheeks,4.60007861674856,4.57553044321711,cheek
cheer,3.86552949798855,3.6362277013921,cheer
cheered,3.29885005509879,4.06658433714588,cheer
cheering,3.33371093860565,2.66071454138493,cheer
cheeseburger,2.09862891041744,3.37003184856118,cheeseburg
chelsea,3.4820613208883,4.53892878429248,chelsea
chemical,4.03442466112072,5.26580950053324,chemic
chemicals,3.48395073860119,5.40837346282278,chemic
chemistry,3.96332950939395,2.64121625289463,chemistri
cherish,4.70765160475785,4.24837456534554,cherish
chest,4.69736214943863,3.70381837344088,chest
chicago,5.53541726793453,4.2789177045633,chicago
chick,3.345604412745,2.54041755367614,chick
chicken,2.42330494859308,2.94341235636293,chicken
chickens,3.61259428884488,3.53175359129704,chicken
chief,4.26322833063166,4.15138128396408,chief
child,4.6155714026574,5.14788003833649,child
childhood,5.67192889810549,3.8895850272974,childhood
childish,1.44518866898818,3.53552459506169,childish
children,5.13682469117515,5.0290950216439,child
childrens,5.13551952595567,4.5430436674852,children
chile,4.16082724544498,4.28558500815126,chile
chill,1.45933729407037,3.34661728823819,chill
chilling,1.67164386734782,4.74102453487046,chill
chills,4.02375022069591,4.87334036413264,chill
chime,3.30037647120867,1.06075113799987,chime
china,3.36194634279087,3.23841599368577,china
chinese,2.78569606469134,2.72803316385667,chines
choice,3.6227543116089,1.90408013608819,choic
choices,3.97252224295795,2.42353885401568,choic
choked,3.59964915003937,4.7745739027035,choke
chokes,3.35052372324785,3.4613254859797,choke
cholera,5.124030066086,4.66317057792757,cholera
choose,3.95172844717907,3.59338035411279,choos
choosing,4.01246310148816,3.80894166865949,choos
chopping,1.41945587644818,2.94386179280649,chop
chopstick,1.67517481358134,3.40105262632226,chopstick
chose,3.80871952298997,3.54749385640906,chose
chowder,2.37746432999312,2.29322309863567,chowder
christ,4.19138423528347,4.62325596885001,christ
christian,4.71404027372627,4.11034656373871,christian
christians,4.7092203565857,4.42595771165692,christian
chronic,3.80028007286413,3.60281744130138,chronic
chunky,4.2048838983272,4.03137393447793,chunki
church,4.38975232391457,3.78515688235095,church
churches,5.06416195274608,3.94306014704543,church
churchgoers,4.48085574809184,4.04363559626006,churchgoer
churn,4.25601573677717,4.59569497634067,churn
cia,2.67527120752495,2.77068582616775,cia
cigar,2.79050791424011,3.28583186667987,cigar
cigarette,3.22071905601557,4.1328706969901,cigarett
cigarettes,3.53557372182815,4.13607899186387,cigarett
cincinnati,5.34173350284264,4.58821440078621,cincinnati
circles,3.9142881159666,3.12353398557031,circl
circulation,4.23509840894387,2.81175465670549,circul
circumstances,3.52145072958915,3.51854901204304,circumst
circumstantial,3.06548879873526,3.73199176430343,circumstanti
circus,2.39145234854836,4.4945311617106,circu
circuses,4.21509712670837,4.88626265709883,circu
cited,4.42702308009872,3.90814059432624,cite
cites,4.50026555370337,3.76545461614918,cite
cities,4.41599187672749,4.17755731420387,citi
citizen,4.27431232401907,3.77314498686361,citizen
citizens,3.87331907321013,3.9106344430865,citizen
citizenship,5.09714224536605,3.3712296100356,citizenship
city,4.13115270477667,3.44657578518114,citi
civil,3.7929530246465,1.57217904482077,civil
civilian,3.05635073790763,3.55412394415142,civilian
civilians,4.73146171302168,5.14060671199265,civilian
civility,4.10762554513302,2.58893157503499,civil
civilization,2.71454599386956,2.54910115089881,civil
civilized,1.62790889682175,2.69757961587469,civil
civillians,5.50425271314628,4.69983691900326,civillian
cj,3.70249215287256,3.00980108980145,cj
claim,3.78032781828289,2.63212987102442,claim
claimed,3.20247448800587,2.75584739492465,claim
claiming,2.54535162397659,2.72756153202543,claim
claims,3.36312631455375,2.96181880555983,claim
clamping,3.00010006180737,4.05231459611193,clamp
clashes,4.7951740240024,4.05935649732368,clash
class,3.6627500515421,3.21809596743329,class
classes,3.79346147315721,3.0818705132666,class
classic,3.72428292479108,1.82205076472691,classic
classified,2.87702390583518,3.45045554051429,classifi
classify,3.41923099525067,4.22860967507369,classifi
classroom,4.47492034428162,5.30642203898906,classroom
classrooms,5.28445145484883,5.38137222698654,classroom
claw,5.13728396754833,3.73471238331933,claw
clean,4.5033754674512,3.22673303688452,clean
cleaner,2.39739364219554,2.8637609803941,cleaner
cleaning,3.12580345095206,3.35121991154331,clean
cleanse,5.72770093887945,5.14322696732153,cleans
cleansing,5.77976894689575,5.02695169492464,cleans
clear,4.00742743063706,3.45415693233223,clear
cleared,2.9534967338153,3.28794609633186,clear
clearing,2.93993058545027,2.95490331366888,clear
clearly,1.82650140218903,3.05103278300228,clearli
cleveland,4.79792810176543,4.0789970388784,cleveland
clever,1.19179144416434,1.53939091564582,clever
clients,4.77101519282992,3.58258805797174,client
cliff,3.60954854086183,2.96362347964486,cliff
climate,2.73066802094864,3.68270635487548,climat
climates,3.55031046576816,3.41535474298604,climat
climb,4.14427414929908,2.84936291649744,climb
climbed,4.25745574698705,4.0751661441713,climb
climber,4.04361201811114,2.06301472957447,climber
climbing,3.70043941143615,2.37631209502632,climb
clinic,4.47969414436182,4.44650906373106,clinic
clinics,4.02618677749562,3.90637709340402,clinic
clinton,3.26867399989398,4.03127585885286,clinton
clintons,3.5067276894684,3.50391428813151,clinton
clip,2.65514118371187,3.5394348083942,clip
cliques,3.06891256489925,1.73596650222065,cliqu
cloak,3.97932343193734,2.21070862161119,cloak
close,4.46290155571092,3.83186325749502,close
closed,2.75186192046777,2.90487749207639,close
closely,2.02484558711208,3.12238547747509,close
closer,3.90089694132591,3.50562716207728,closer
closest,4.08555204264912,2.81160218686768,closest
closet,1.77247251599974,1.97430779603681,closet
closeted,2.14832045734902,1.412077688923,closet
closets,3.94496481642222,3.74879063176471,closet
closing,3.06232134767747,4.12875195660822,close
closure,4.95761385155949,4.38510312587837,closur
clothes,3.15868207590719,3.18147532503535,cloth
clothing,3.33062515591004,2.72277748428267,cloth
clouds,4.2830373952637,3.92639298396281,cloud
clover,4.37753021889421,3.5384348970997,clover
clown,1.12048360110033,4.21659652096711,clown
club,2.23042579835709,2.44341066190603,club
clue,2.03245683642967,1.26239345680466,clue
clueless,1.13518257292845,1.71426943502926,clueless
clues,4.00441603850834,2.72203634621526,clue
clutch,2.9211118380662,2.3144750961453,clutch
clutching,4.32828549428592,4.87864977966723,clutch
cmv,4.98891183672416,2.94357971513142,cmv
cnn,3.68954353947836,3.77764388618892,cnn
co,2.41190302252372,3.3600578074986,co
co2,2.47226929511663,3.78332845946652,co2
coach,4.30047661571716,3.36328157727581,coach
coal,5.25654311551899,5.49804772436692,coal
coalition,3.82540553737986,3.55840265676419,coalit
coast,3.45054464853598,2.3761792503408,coast
coastal,4.78022707262738,3.31910526110751,coastal
coaster,5.18841849351791,5.48634993574887,coaster
coat,4.94138372696995,3.86390876797234,coat
coco,5.07677370200792,4.90890824330098,coco
coconut,3.32000885035083,2.36488457026714,coconut
coconuts,3.94673745803169,2.65245476883969,coconut
cocunut,5.23322081681519,2.87037869314241,cocunut
cocunuts,2.33399398365416,2.23877081014407,cocunut
coddle,1.97722601584134,4.01290875436804,coddl
codes,3.29509908667861,1.51405512438291,code
coerced,3.29933520239207,5.10739607564708,coerc
coffee,3.92147618708465,3.72781471944524,coffe
cogent,2.92468155287355,1.92137414267536,cogent
cognizant,2.79060421711646,3.48490046649203,cogniz
cohan,3.98549229549675,3.32605547168017,cohan
cohen,4.86414478661068,3.66529858159299,cohen
coin,3.59984215450099,3.67612285281185,coin
colatina,2.33399398365416,2.23877081014407,colatina
cold,3.80956327544861,4.0779669827908,cold
collaborate,4.12761329819736,4.81272072665232,collabor
collaborated,3.71427168818954,4.6684505183399,collabor
collaboratively,4.00449423744834,3.71924897113094,collabor
collapsed,3.63532334774937,3.99631038730097,collaps
collar,3.73952750585776,3.40881356215622,collar
collating,4.31920911960711,5.02132127801131,collat
colleagues,4.87624144301129,4.74462601650169,colleagu
collected,3.31383010764886,3.30280296427524,collect
collecting,3.38000795046801,3.0979437746429,collect
collection,2.62485657894642,2.65852581825335,collect
collections,2.49344865402443,2.40393304333764,collect
collective,3.52478988351404,3.48469402228839,collect
college,2.80163307012464,1.65742367610316,colleg
collided,4.65769055073376,5.10834345132059,collid
collins,5.01448131681127,4.08352294685478,collin
collision,4.55413069851267,4.15648964736564,collis
colloquially,4.22713932480117,1.76331369871286,colloqui
colon,5.22632806157646,3.92832892841955,colon
colonialism,5.45833124085466,4.97974630121032,coloni
colonialists,5.46889545194965,4.78698084956664,colonialist
colonoscopy,4.71004205182567,4.82307836969623,colonoscopi
color,4.96729630611995,4.36314942591901,color
colors,5.24036755299548,4.37561460211312,color
columbia,5.40138673878533,4.43269381191538,columbia
column,3.28375839834404,1.32935492935448,column
combat,3.92743246243595,4.12410134092181,combat
combating,3.18658811461299,3.66657153770909,combat
combination,2.16539440743145,2.52207218981597,combin
combined,3.00902070573177,4.08028138304067,combin
come,3.82164866028977,3.41518495177084,come
comedians,1.94589573124571,2.08242015640897,comedian
comedy,1.83519279851137,1.97067013954029,comedi
comes,2.94293220041727,2.77182553996144,come
comey,3.8864386139862,5.41964676888344,comey
comfort,5.34867432289775,4.72529850383033,comfort
comfortable,3.81693185632742,2.69859931236359,comfort
comfortably,3.32114029826893,2.43720060573458,comfort
comics,2.76101735101466,3.0525113308535,comic
coming,3.02629988269527,3.2419061517062,come
command,3.41545763510201,2.96211545447473,command
commence,3.59752687587532,3.68141327197376,commenc
commend,2.30234818682664,4.22412779060467,commend
comment,2.79877101607672,2.37006724714763,comment
commented,2.59121942123375,3.91959126868098,comment
comments,3.26435014811852,3.1356327242655,comment
commercial,3.17137434780885,2.61561896332125,commerci
commiefornia,2.33399398365416,2.23877081014407,commiefornia
commission,3.19128844081268,5.19304856307232,commiss
commissioned,4.12640797830624,4.98398824775915,commiss
commissioner,3.77788886182947,3.9456139736715,commission
commit,1.81691439757734,5.13533146594449,commit
commited,3.14854032370903,4.16697849859771,commit
commitment,2.91173221224387,3.97394525820652,commit
commits,2.38524020121596,4.78386388901246,commit
committed,2.79755604184104,4.98135705008611,commit
committee,3.86221957737617,4.33547772669178,committe
committing,2.37424429674949,5.32822418753916,commit
commodity,3.42505027979937,3.99039969548176,commod
common,2.80647123977062,1.51364101225405,common
commonly,3.53228008999167,1.82960506813145,commonli
commonplace,2.99168274922491,3.22430921494678,commonplac
communicate,5.3177621677491,4.53971885594416,commun
communicated,4.54342765417452,4.29902146447717,commun
communicating,4.88988608282475,3.99842229970336,commun
communication,5.12899904827355,3.99142251623278,commun
communism,3.38538452201039,1.84566434555494,commun
communist,3.2167737300061,2.91661913128892,communist
communities,5.29090328653147,4.20685876498192,commun
community,4.39242736228909,2.99446923600616,commun
commute,4.0473596116241,4.34193234908963,commut
commuting,3.51642494296591,3.63207545212379,commut
companies,2.588233834565,3.9853774035478,compani
companion,4.89268849449927,4.5969030423661,companion
companoes,2.33399398365416,2.23877081014407,compano
company,3.40573858271921,3.52455670988904,compani
compare,4.49615624985687,4.00317991704703,compar
compared,3.39184511530651,2.96350457043188,compar
compares,2.5765337276976,3.38816530348473,compar
comparing,2.7312677974107,3.02420643276845,compar
comparison,3.17727130066116,2.90785531710802,comparison
comparisons,3.54614892956458,2.88515866549054,comparison
comparrison,4.61365870440042,3.2877585904543,comparrison
compassion,5.9703408617111,5.87626312442102,compass
compassionate,5.37032269347975,5.37835623269455,compassion
compatable,2.43808222455469,1.41487046601127,compat
compatible,1.9494584248069,1.55191893947071,compat
compensate,3.0929969067056,3.28293299700983,compens
compensated,3.35917767285918,2.17932638799783,compens
compensation,4.81761215653426,3.65598062258802,compens
compete,2.23071183631104,1.7835516720744,compet
competed,2.41188641703271,1.43019928306157,compet
competing,1.81415380697768,1.56716495757251,compet
competition,1.84408705961832,1.46820508519985,competit
complacent,2.19968270074234,3.6616331762364,complac
complain,1.76708221717205,2.7524088688248,complain
complaining,2.01715056580424,2.78537144581259,complain
complaint,3.74832964813634,3.52663083076083,complaint
complaints,3.74869252754059,3.34235125619708,complaint
complete,3.37623315213582,3.22104906722549,complet
completed,4.73936767729208,4.47523206486999,complet
completely,2.590344061272,3.23575689840816,complet
completing,4.93540195179129,4.45416457937711,complet
completly,4.09621738302498,3.01260540973095,completli
complex,3.50846099849201,2.59663659385848,complex
compliant,3.69678224428595,2.87394963393729,compliant
complicated,3.13507037166339,2.06707917025897,complic
complicates,2.76691040686538,3.4263411251897,complic
complications,4.67622142571859,2.02398903501542,complic
comply,2.86933776702318,3.76135087375871,compli
compnay,4.30159532659987,3.53220411554565,compnay
component,3.33359734609157,1.81935693126802,compon
composer,4.26821096631918,1.94901924112461,compos
compounded,2.55466846578113,4.89947204403918,compound
comprehend,5.22652254750861,5.03716647585495,comprehend
comprehension,5.10138646774362,4.91878910024813,comprehens
comprehensive,4.19091028619216,3.48557783113904,comprehens
comprhend,2.33399398365416,2.23877081014407,comprhend
compromise,2.44487944434248,2.31632161199696,compromis
compromising,2.70302356885706,3.15552084836889,compromis
computer,2.93943087816033,1.92205854509291,comput
computers,3.3500442872442,1.76335392691922,comput
comunale,5.53988219370788,3.49721473426092,comunal
concede,2.38842755576334,2.65728323166555,conced
